Entity,Code,Date,Total_tests_per_thousand,Total_tests_per_million,Number_of_tests_per_confirmed_case
Argentina,ARG,"Apr 8, 2020",0.295,295.000,7.773
Argentina,ARG,"Apr 9, 2020",0.329,329.000,8.273
Argentina,ARG,"Apr 10, 2020",0.362,362.000,8.648
Argentina,ARG,"Apr 11, 2020",0.399,399.000,9.128
Argentina,ARG,"Apr 13, 2020",0.437,437.000,8.969
Argentina,ARG,"Apr 14, 2020",0.505,505.000,10.037
Argentina,ARG,"Apr 15, 2020",0.539,539.000,10.022
Argentina,ARG,"Apr 16, 2020",0.585,585.000,10.879
Argentina,ARG,"Apr 17, 2020",0.634,634.000,11.191
Argentina,ARG,"Apr 18, 2020",0.685,685.000,11.641
Argentina,ARG,"Apr 19, 2020",0.724,724.000,11.567
Argentina,ARG,"Apr 20, 2020",0.765,765.000,11.798
Argentina,ARG,"Apr 21, 2020",0.81,810.00,12.123
Argentina,ARG,"Apr 22, 2020",0.868,868.000,12.525
Argentina,ARG,"Apr 23, 2020",0.925,925.000,12.755
Argentina,ARG,"Apr 24, 2020",0.988,988.000,13.045
Argentina,ARG,"Apr 25, 2020",1.049,1049.000,13.849
Argentina,ARG,"Apr 26, 2020",1.104,1104.000,13.248
Argentina,ARG,"Apr 27, 2020",1.148,1148.000,13.778
Argentina,ARG,"Apr 28, 2020",1.186,1186.000,13.434
Argentina,ARG,"Apr 29, 2020",1.24,1240.00,13.626
Argentina,ARG,"Apr 30, 2020",1.298,1298.000,13.737
Argentina,ARG,"May 1, 2020",1.361,1361.000,13.937
Argentina,ARG,"May 2, 2020",1.413,1413.000,14.133
Argentina,ARG,"May 3, 2020",1.456,1456.000,14.099
Argentina,ARG,"May 4, 2020",1.503,1503.000,14.239
Argentina,ARG,"May 5, 2020",1.543,1543.000,14.304
Argentina,ARG,"May 6, 2020",1.6,1600.0,14.443
Argentina,ARG,"May 7, 2020",1.664,1664.000,14.475
Argentina,ARG,"May 8, 2020",1.724,1724.000,14.539
Argentina,ARG,"May 9, 2020",1.786,1786.000,14.421
Argentina,ARG,"May 10, 2020",1.837,1837.000,14.405
Argentina,ARG,"May 11, 2020",1.884,1884.000,14.743
Argentina,ARG,"May 12, 2020",1.937,1937.000,14.54
Australia,AUS,"Mar 22, 2020",5.61,5610.00,130.288
Australia,AUS,"Mar 29, 2020",8.285,8285.000,55.464
Australia,AUS,"Apr 5, 2020",11.653,11653.000,52.251
Australia,AUS,"Apr 6, 2020",11.869,11869.000,52.692
Australia,AUS,"Apr 7, 2020",12.184,12184.000,53.166
Australia,AUS,"Apr 8, 2020",12.524,12524.000,53.621
Australia,AUS,"Apr 9, 2020",12.946,12946.000,54.55
Australia,AUS,"Apr 10, 2020",13.269,13269.000,54.998
Australia,AUS,"Apr 11, 2020",13.641,13641.000,55.763
Australia,AUS,"Apr 12, 2020",13.88,13880.00,56.279
Australia,AUS,"Apr 13, 2020",14.201,14201.000,57.282
Australia,AUS,"Apr 14, 2020",14.372,14372.000,57.57
Australia,AUS,"Apr 15, 2020",14.564,14564.000,57.883
Australia,AUS,"Apr 16, 2020",14.902,14902.000,58.842
Australia,AUS,"Apr 17, 2020",15.354,15354.000,60.263
Australia,AUS,"Apr 18, 2020",15.942,15942.000,62.224
Australia,AUS,"Apr 19, 2020",16.51,16510.00,63.923
Australia,AUS,"Apr 20, 2020",16.931,16931.000,65.296
Australia,AUS,"Apr 21, 2020",17.249,17249.000,66.391
Australia,AUS,"Apr 22, 2020",17.743,17743.000,68.067
Australia,AUS,"Apr 23, 2020",18.3,18300.0,70.132
Australia,AUS,"Apr 24, 2020",18.917,18917.000,72.352
Australia,AUS,"Apr 25, 2020",19.383,19383.000,73.913
Australia,AUS,"Apr 26, 2020",19.861,19861.000,75.556
Australia,AUS,"Apr 27, 2020",20.277,20277.000,77.024
Australia,AUS,"Apr 28, 2020",20.811,20811.000,78.911
Australia,AUS,"Apr 29, 2020",21.35,21350.00,80.797
Australia,AUS,"Apr 30, 2020",22.104,22104.000,83.552
Australia,AUS,"May 1, 2020",23.093,23093.000,87.085
Australia,AUS,"May 2, 2020",23.984,23984.000,90.377
Australia,AUS,"May 3, 2020",24.828,24828.000,93.337
Australia,AUS,"May 4, 2020",25.499,25499.000,95.606
Australia,AUS,"May 5, 2020",26.069,26069.000,97.4
Australia,AUS,"May 6, 2020",27.006,27006.000,100.548
Australia,AUS,"May 7, 2020",28.335,28335.000,105.098
Australia,AUS,"May 8, 2020",29.696,29696.000,109.81
Australia,AUS,"May 9, 2020",31.194,31194.000,115.05
Australia,AUS,"May 10, 2020",32.466,32466.000,119.479
Australia,AUS,"May 11, 2020",33.534,33534.000,123.198
Australia,AUS,"May 12, 2020",34.429,34429.000,126.357
Austria,AUT,"Feb 26, 2020",0.036,36.000,160.5
Austria,AUT,"Feb 27, 2020",0.05,50.00,223.5
Austria,AUT,"Feb 28, 2020",0.085,85.000,152.6
Austria,AUT,"Feb 29, 2020",0.183,183.000,235.571
Austria,AUT,"Mar 3, 2020",0.298,298.000,149.056
Austria,AUT,"Mar 4, 2020",0.348,348.000,130.75
Austria,AUT,"Mar 5, 2020",0.412,412.000,127.966
Austria,AUT,"Mar 6, 2020",0.444,444.000,97.561
Austria,AUT,"Mar 7, 2020",0.478,478.000,58.216
Austria,AUT,"Mar 8, 2020",0.501,501.000,45.545
Austria,AUT,"Mar 9, 2020",0.526,526.000,46.412
Austria,AUT,"Mar 10, 2020",0.558,558.000,38.366
Austria,AUT,"Mar 11, 2020",0.595,595.000,29.462
Austria,AUT,"Mar 12, 2020",0.652,652.000,23.858
Austria,AUT,"Mar 13, 2020",0.731,731.000,18.233
Austria,AUT,"Mar 14, 2020",0.829,829.000,14.815
Austria,AUT,"Mar 15, 2020",0.907,907.000,12.469
Austria,AUT,"Mar 16, 2020",0.943,943.000,9.872
Austria,AUT,"Mar 17, 2020",1.141,1141.000,10.116
Austria,AUT,"Mar 18, 2020",1.33,1330.00,8.992
Austria,AUT,"Mar 19, 2020",1.524,1524.000,8.338
Austria,AUT,"Mar 20, 2020",1.734,1734.000,7.11
Austria,AUT,"Mar 21, 2020",2.059,2059.000,7.001
Austria,AUT,"Mar 22, 2020",2.373,2373.000,7.066
Austria,AUT,"Mar 23, 2020",2.601,2601.000,6.452
Austria,AUT,"Mar 24, 2020",3.152,3152.000,6.329
Austria,AUT,"Mar 25, 2020",3.598,3598.000,6.135
Austria,AUT,"Mar 26, 2020",3.997,3997.000,6.113
Austria,AUT,"Mar 27, 2020",4.392,4392.000,5.627
Austria,AUT,"Mar 28, 2020",4.747,4747.000,5.554
Austria,AUT,"Mar 29, 2020",5.156,5156.000,5.601
Austria,AUT,"Mar 30, 2020",5.491,5491.000,5.612
Austria,AUT,"Mar 31, 2020",5.812,5812.000,5.442
Austria,AUT,"Apr 1, 2020",6.203,6203.000,5.486
Austria,AUT,"Apr 2, 2020",10.236,10236.000,8.607
Austria,AUT,"Apr 3, 2020",10.919,10919.000,8.837
Austria,AUT,"Apr 4, 2020",11.562,11562.000,9.035
Austria,AUT,"Apr 5, 2020",12.038,12038.000,9.214
Austria,AUT,"Apr 6, 2020",12.357,12357.000,9.288
Austria,AUT,"Apr 7, 2020",12.795,12795.000,9.371
Austria,AUT,"Apr 8, 2020",13.408,13408.000,9.553
Austria,AUT,"Apr 9, 2020",14.022,14022.000,9.738
Austria,AUT,"Apr 10, 2020",14.961,14961.000,10.171
Austria,AUT,"Apr 11, 2020",15.653,15653.000,10.396
Austria,AUT,"Apr 12, 2020",16.086,16086.000,10.493
Austria,AUT,"Apr 13, 2020",16.479,16479.000,10.649
Austria,AUT,"Apr 14, 2020",16.854,16854.000,10.809
Austria,AUT,"Apr 15, 2020",17.41,17410.00,11.016
Austria,AUT,"Apr 16, 2020",18.078,18078.000,11.33
Austria,AUT,"Apr 17, 2020",18.795,18795.000,11.716
Austria,AUT,"Apr 18, 2020",19.534,19534.000,12.048
Austria,AUT,"Apr 19, 2020",19.902,19902.000,12.225
Austria,AUT,"Apr 20, 2020",20.313,20313.000,12.437
Austria,AUT,"Apr 21, 2020",20.987,20987.000,12.786
Austria,AUT,"Apr 22, 2020",22.406,22406.000,13.604
Austria,AUT,"Apr 23, 2020",22.854,22854.000,13.792
Austria,AUT,"Apr 24, 2020",23.615,23615.000,14.193
Austria,AUT,"Apr 25, 2020",24.548,24548.000,14.673
Austria,AUT,"Apr 26, 2020",25.274,25274.000,15.041
Austria,AUT,"Apr 27, 2020",25.819,25819.000,15.31
Austria,AUT,"Apr 28, 2020",26.601,26601.000,15.704
Austria,AUT,"Apr 29, 2020",27.509,27509.000,16.178
Austria,AUT,"Apr 30, 2020",28.469,28469.000,16.688
Austria,AUT,"May 1, 2020",29.321,29321.000,17.121
Austria,AUT,"May 2, 2020",29.936,29936.000,17.442
Austria,AUT,"May 3, 2020",30.462,30462.000,17.735
Austria,AUT,"May 4, 2020",30.986,30986.000,17.961
Austria,AUT,"May 5, 2020",31.742,31742.000,18.362
Austria,AUT,"May 6, 2020",32.45,32450.00,18.751
Austria,AUT,"May 7, 2020",33.076,33076.000,19.034
Austria,AUT,"May 8, 2020",33.761,33761.000,19.401
Austria,AUT,"May 9, 2020",34.608,34608.000,19.809
Austria,AUT,"May 10, 2020",35.143,35143.000,20.061
Austria,AUT,"May 11, 2020",35.473,35473.000,20.237
Austria,AUT,"May 12, 2020",36.564,36564.000,20.745
Bahrain,BHR,"Mar 5, 2020",3.135,3135.000,102.577
Bahrain,BHR,"Mar 7, 2020",3.773,3773.000,114.643
Bahrain,BHR,"Mar 9, 2020",4.602,4602.000,99.114
Bahrain,BHR,"Mar 10, 2020",4.91,4910.00,76.642
Bahrain,BHR,"Mar 11, 2020",5.178,5178.000,80.091
Bahrain,BHR,"Mar 12, 2020",5.314,5314.000,55.815
Bahrain,BHR,"Mar 16, 2020",7.129,7129.000,56.687
Bahrain,BHR,"Mar 17, 2020",7.965,7965.000,61.326
Bahrain,BHR,"Mar 20, 2020",11.224,11224.000,70.996
Bahrain,BHR,"Mar 23, 2020",14.792,14792.000,75.356
Bahrain,BHR,"Mar 26, 2020",17.356,17356.000,70.484
Bahrain,BHR,"Mar 29, 2020",18.744,18744.000,67.431
Bahrain,BHR,"Mar 30, 2020",19.156,19156.000,65.192
Bahrain,BHR,"Apr 3, 2020",22.33,22330.00,59.092
Bahrain,BHR,"Apr 4, 2020",23.07,23070.00,61.051
Bahrain,BHR,"Apr 5, 2020",26.085,26085.000,64.515
Bahrain,BHR,"Apr 6, 2020",28.023,28023.000,68.12
Bahrain,BHR,"Apr 7, 2020",29.459,29459.000,66.306
Bahrain,BHR,"Apr 8, 2020",31.032,31032.000,65.11
Bahrain,BHR,"Apr 9, 2020",32.379,32379.000,66.945
Bahrain,BHR,"Apr 10, 2020",33.898,33898.000,65.029
Bahrain,BHR,"Apr 11, 2020",35.676,35676.000,60.828
Bahrain,BHR,"Apr 12, 2020",37.596,37596.000,61.513
Bahrain,BHR,"Apr 13, 2020",39.567,39567.000,59.267
Bahrain,BHR,"Apr 14, 2020",41.616,41616.000,52.03
Bahrain,BHR,"Apr 15, 2020",43.061,43061.000,47.953
Bahrain,BHR,"Apr 16, 2020",45.219,45219.000,45.992
Bahrain,BHR,"Apr 17, 2020",46.787,46787.000,46.831
Bahrain,BHR,"Apr 18, 2020",48.524,48524.000,47.344
Bahrain,BHR,"Apr 19, 2020",50.971,50971.000,48.918
Bahrain,BHR,"Apr 20, 2020",53.072,53072.000,48.215
Bahrain,BHR,"Apr 21, 2020",55.466,55466.000,49.491
Bahrain,BHR,"Apr 22, 2020",57.474,57474.000,49.567
Bahrain,BHR,"Apr 23, 2020",58.787,58787.000,49.841
Bahrain,BHR,"Apr 24, 2020",61.922,61922.000,47.526
Bahrain,BHR,"Apr 25, 2020",64.885,64885.000,43.847
Bahrain,BHR,"Apr 26, 2020",67.061,67061.000,44.075
Bahrain,BHR,"Apr 27, 2020",69.228,69228.000,44.502
Bahrain,BHR,"Apr 28, 2020",71.525,71525.000,44.696
Bahrain,BHR,"Apr 29, 2020",74.581,74581.000,45.146
Bahrain,BHR,"Apr 30, 2020",76.22,76220.00,44.401
Bahrain,BHR,"May 1, 2020",78.798,78798.000,44.106
Bahrain,BHR,"May 2, 2020",81.264,81264.000,43.621
Bahrain,BHR,"May 3, 2020",84.718,84718.000,43.896
Bahrain,BHR,"May 4, 2020",87.91,87910.00,44.217
Bahrain,BHR,"May 5, 2020",91.386,91386.000,44.014
Bahrain,BHR,"May 6, 2020",94.23,94230.00,43.102
Bahrain,BHR,"May 7, 2020",97.778,97778.000,42.292
Bahrain,BHR,"May 8, 2020",101.175,101175.000,41
Bahrain,BHR,"May 9, 2020",104.816,104816.000,40.133
Bahrain,BHR,"May 10, 2020",108.152,108152.000,38.548
Bahrain,BHR,"May 11, 2020",112.119,112119.000,38.612
Bahrain,BHR,"May 12, 2020",116.302,116302.000,37.796
Bangladesh,BGD,"Mar 9, 2020",0.001,1.000,45.667
Bangladesh,BGD,"Mar 15, 2020",0.002,2.000,89.333
Bangladesh,BGD,"Mar 17, 2020",0.002,2.000,68.4
Bangladesh,BGD,"Mar 18, 2020",0.002,2.000,47.625
Bangladesh,BGD,"Mar 19, 2020",0.003,3.000,42.7
Bangladesh,BGD,"Mar 20, 2020",0.003,3.000,46.3
Bangladesh,BGD,"Mar 21, 2020",0.003,3.000,29.353
Bangladesh,BGD,"Mar 22, 2020",0.003,3.000,23.5
Bangladesh,BGD,"Mar 23, 2020",0.004,4.000,22.963
Bangladesh,BGD,"Mar 24, 2020",0.004,4.000,21.576
Bangladesh,BGD,"Mar 25, 2020",0.005,5.000,20.359
Bangladesh,BGD,"Mar 26, 2020",0.006,6.000,23.59
Bangladesh,BGD,"Mar 27, 2020",0.006,6.000,21.375
Bangladesh,BGD,"Mar 28, 2020",0.007,7.000,22.417
Bangladesh,BGD,"Mar 29, 2020",0.007,7.000,24.688
Bangladesh,BGD,"Mar 30, 2020",0.008,8.000,27.306
Bangladesh,BGD,"Mar 31, 2020",0.01,10.00,32.694
Bangladesh,BGD,"Apr 1, 2020",0.011,11.000,34.49
Bangladesh,BGD,"Apr 2, 2020",0.012,12.000,35.296
Bangladesh,BGD,"Apr 3, 2020",0.013,13.000,37.732
Bangladesh,BGD,"Apr 4, 2020",0.015,15.000,41.754
Bangladesh,BGD,"Apr 5, 2020",0.018,18.000,41.629
Bangladesh,BGD,"Apr 6, 2020",0.022,22.000,41.023
Bangladesh,BGD,"Apr 7, 2020",0.027,27.000,35.789
Bangladesh,BGD,"Apr 8, 2020",0.033,33.000,32.823
Bangladesh,BGD,"Apr 9, 2020",0.039,39.000,29.725
Bangladesh,BGD,"Apr 10, 2020",0.047,47.000,23.224
Bangladesh,BGD,"Apr 11, 2020",0.05,50.00,19.606
Bangladesh,BGD,"Apr 12, 2020",0.059,59.000,20.027
Bangladesh,BGD,"Apr 13, 2020",0.068,68.000,18.072
Bangladesh,BGD,"Apr 14, 2020",0.08,80.00,16.349
Bangladesh,BGD,"Apr 15, 2020",0.09,90.00,14.692
Bangladesh,BGD,"Apr 16, 2020",0.103,103.000,13.812
Bangladesh,BGD,"Apr 17, 2020",0.117,117.000,12.209
Bangladesh,BGD,"Apr 18, 2020",0.129,129.000,11.592
Bangladesh,BGD,"Apr 19, 2020",0.145,145.000,11.167
Bangladesh,BGD,"Apr 20, 2020",0.162,162.000,10.832
Bangladesh,BGD,"Apr 21, 2020",0.18,180.00,10.033
Bangladesh,BGD,"Apr 22, 2020",0.198,198.000,9.661
Bangladesh,BGD,"Apr 23, 2020",0.219,219.000,9.568
Bangladesh,BGD,"Apr 24, 2020",0.242,242.000,9.502
Bangladesh,BGD,"Apr 25, 2020",0.261,261.000,9.173
Bangladesh,BGD,"Apr 26, 2020",0.282,282.000,9.301
Bangladesh,BGD,"Apr 27, 2020",0.305,305.000,9.287
Bangladesh,BGD,"Apr 28, 2020",0.332,332.000,9.256
Bangladesh,BGD,"Apr 29, 2020",0.363,363.000,9.239
Bangladesh,BGD,"Apr 30, 2020",0.393,393.000,9.104
Bangladesh,BGD,"May 1, 2020",0.426,426.000,9.161
Bangladesh,BGD,"May 2, 2020",0.462,462.000,9.234
Bangladesh,BGD,"May 3, 2020",0.495,495.000,9.267
Bangladesh,BGD,"May 4, 2020",0.533,533.000,9.275
Bangladesh,BGD,"May 5, 2020",0.567,567.000,9.209
Bangladesh,BGD,"May 6, 2020",0.605,605.000,9.117
Bangladesh,BGD,"May 7, 2020",0.641,641.000,9.003
Bangladesh,BGD,"May 8, 2020",0.677,677.000,8.97
Bangladesh,BGD,"May 9, 2020",0.71,710.00,8.902
Bangladesh,BGD,"May 10, 2020",0.745,745.000,8.908
Bangladesh,BGD,"May 11, 2020",0.789,789.000,8.86
Bangladesh,BGD,"May 12, 2020",0.83,830.00,8.708
Belarus,BLR,"Mar 3, 2020",0.529,529.000,
Belarus,BLR,"Mar 12, 2020",1.111,1111.000,875
Belarus,BLR,"Mar 16, 2020",1.693,1693.000,592.593
Belarus,BLR,"Mar 20, 2020",2.011,2011.000,333.333
Belarus,BLR,"Mar 30, 2020",3.175,3175.000,319.149
Belarus,BLR,"Mar 31, 2020",3.281,3281.000,295.238
Belarus,BLR,"Apr 1, 2020",3.386,3386.000,210.526
Belarus,BLR,"Apr 6, 2020",4.233,4233.000,70.922
Belarus,BLR,"Apr 8, 2020",4.868,4868.000,53.426
Belarus,BLR,"Apr 9, 2020",5.186,5186.000,45.966
Belarus,BLR,"Apr 12, 2020",6.773,6773.000,28.751
Belarus,BLR,"Apr 13, 2020",7.196,7196.000,26.377
Belarus,BLR,"Apr 14, 2020",7.606,7606.000,24.623
Belarus,BLR,"Apr 15, 2020",8.064,8064.000,23.224
Belarus,BLR,"Apr 17, 2020",9.187,9187.000,20.65
Belarus,BLR,"Apr 18, 2020",9.811,9811.000,19.399
Belarus,BLR,"Apr 19, 2020",10.396,10396.000,20.555
Belarus,BLR,"Apr 20, 2020",10.854,10854.000,21.462
Belarus,BLR,"Apr 21, 2020",11.487,11487.000,17.328
Belarus,BLR,"Apr 22, 2020",12.165,12165.000,17.099
Belarus,BLR,"Apr 23, 2020",12.968,12968.000,16.831
Belarus,BLR,"Apr 24, 2020",13.845,13845.000,16.308
Belarus,BLR,"Apr 25, 2020",14.741,14741.000,15.878
Belarus,BLR,"Apr 26, 2020",15.612,15612.000,15.383
Belarus,BLR,"Apr 27, 2020",16.276,16276.000,14.699
Belarus,BLR,"Apr 28, 2020",17.041,17041.000,14.264
Belarus,BLR,"Apr 29, 2020",17.883,17883.000,13.842
Belarus,BLR,"Apr 30, 2020",18.692,18692.000,13.4
Belarus,BLR,"May 1, 2020",19.712,19712.000,13.279
Belarus,BLR,"May 2, 2020",20.682,20682.000,13.101
Belarus,BLR,"May 3, 2020",21.614,21614.000,12.904
Belarus,BLR,"May 4, 2020",22.369,22369.000,12.653
Belarus,BLR,"May 7, 2020",24.284,24284.000,11.917
Belarus,BLR,"May 8, 2020",25.414,25414.000,11.907
Belarus,BLR,"May 9, 2020",26.644,26644.000,11.932
Belarus,BLR,"May 10, 2020",27.89,27890.00,11.951
Belarus,BLR,"May 11, 2020",29.003,29003.000,11.93
Belarus,BLR,"May 12, 2020",30.102,30102.000,11.898
Belgium,BEL,"Mar 1, 2020",0.005,5.000,56
Belgium,BEL,"Mar 2, 2020",0.028,28.000,165
Belgium,BEL,"Mar 3, 2020",0.07,70.00,100.75
Belgium,BEL,"Mar 4, 2020",0.126,126.000,112.154
Belgium,BEL,"Mar 5, 2020",0.187,187.000,94.043
Belgium,BEL,"Mar 6, 2020",0.275,275.000,63.82
Belgium,BEL,"Mar 7, 2020",0.31,310.00,32.991
Belgium,BEL,"Mar 8, 2020",0.346,346.000,23.746
Belgium,BEL,"Mar 9, 2020",0.391,391.000,22.66
Belgium,BEL,"Mar 10, 2020",0.451,451.000,21.87
Belgium,BEL,"Mar 11, 2020",0.532,532.000,23.075
Belgium,BEL,"Mar 12, 2020",0.644,644.000,23.787
Belgium,BEL,"Mar 13, 2020",0.832,832.000,24.153
Belgium,BEL,"Mar 14, 2020",0.987,987.000,20.454
Belgium,BEL,"Mar 15, 2020",1.079,1079.000,18.142
Belgium,BEL,"Mar 16, 2020",1.208,1208.000,15.801
Belgium,BEL,"Mar 17, 2020",1.366,1366.000,14.596
Belgium,BEL,"Mar 18, 2020",1.552,1552.000,14.475
Belgium,BEL,"Mar 19, 2020",1.776,1776.000,13.855
Belgium,BEL,"Mar 20, 2020",1.995,1995.000,12.879
Belgium,BEL,"Mar 21, 2020",2.151,2151.000,11.043
Belgium,BEL,"Mar 22, 2020",2.246,2246.000,9.247
Belgium,BEL,"Mar 23, 2020",2.462,2462.000,8.389
Belgium,BEL,"Mar 24, 2020",2.724,2724.000,8.435
Belgium,BEL,"Mar 25, 2020",3.014,3014.000,8.182
Belgium,BEL,"Mar 26, 2020",3.291,3291.000,7.725
Belgium,BEL,"Mar 27, 2020",3.617,3617.000,6.723
Belgium,BEL,"Mar 28, 2020",3.875,3875.000,6.165
Belgium,BEL,"Mar 29, 2020",4.037,4037.000,5.122
Belgium,BEL,"Mar 30, 2020",4.304,4304.000,4.603
Belgium,BEL,"Mar 31, 2020",4.716,4716.000,4.594
Belgium,BEL,"Apr 1, 2020",5.08,5080.00,4.609
Belgium,BEL,"Apr 2, 2020",5.454,5454.000,4.527
Belgium,BEL,"Apr 3, 2020",5.853,5853.000,4.42
Belgium,BEL,"Apr 4, 2020",6.185,6185.000,4.274
Belgium,BEL,"Apr 5, 2020",6.387,6387.000,4.016
Belgium,BEL,"Apr 6, 2020",6.725,6725.000,3.958
Belgium,BEL,"Apr 7, 2020",7.172,7172.000,3.994
Belgium,BEL,"Apr 8, 2020",7.621,7621.000,3.98
Belgium,BEL,"Apr 9, 2020",8.072,8072.000,3.997
Belgium,BEL,"Apr 10, 2020",8.57,8570.00,3.976
Belgium,BEL,"Apr 11, 2020",9.084,9084.000,3.948
Belgium,BEL,"Apr 12, 2020",9.567,9567.000,3.957
Belgium,BEL,"Apr 13, 2020",10.019,10019.000,3.916
Belgium,BEL,"Apr 14, 2020",10.509,10509.000,3.982
Belgium,BEL,"Apr 15, 2020",11.135,11135.000,4.147
Belgium,BEL,"Apr 16, 2020",11.743,11743.000,4.054
Belgium,BEL,"Apr 17, 2020",12.443,12443.000,4.143
Belgium,BEL,"Apr 18, 2020",13.14,13140.00,4.214
Belgium,BEL,"Apr 19, 2020",13.634,13634.000,4.249
Belgium,BEL,"Apr 20, 2020",14.404,14404.000,4.336
Belgium,BEL,"Apr 21, 2020",15.039,15039.000,4.359
Belgium,BEL,"Apr 22, 2020",16.125,16125.000,4.563
Belgium,BEL,"Apr 23, 2020",17.318,17318.000,4.792
Belgium,BEL,"Apr 24, 2020",18.661,18661.000,5.054
Belgium,BEL,"Apr 25, 2020",19.916,19916.000,5.211
Belgium,BEL,"Apr 26, 2020",20.955,20955.000,5.358
Belgium,BEL,"Apr 27, 2020",22.224,22224.000,5.583
Belgium,BEL,"Apr 28, 2020",23.676,23676.000,5.877
Belgium,BEL,"Apr 29, 2020",25.387,25387.000,6.216
Belgium,BEL,"Apr 30, 2020",27.243,27243.000,6.597
Belgium,BEL,"May 1, 2020",29.104,29104.000,6.952
Belgium,BEL,"May 2, 2020",30.391,30391.000,7.183
Belgium,BEL,"May 3, 2020",31.436,31436.000,7.358
Belgium,BEL,"May 4, 2020",33.224,33224.000,7.716
Belgium,BEL,"May 5, 2020",34.753,34753.000,8.013
Belgium,BEL,"May 6, 2020",36.24,36240.00,8.316
Belgium,BEL,"May 7, 2020",37.808,37808.000,8.629
Belgium,BEL,"May 8, 2020",39.704,39704.000,8.949
Belgium,BEL,"May 9, 2020",41.228,41228.000,9.187
Belgium,BEL,"May 10, 2020",42.095,42095.000,9.276
Bolivia,BOL,"Mar 21, 2020",0.012,12.000,7.316
Bolivia,BOL,"Mar 22, 2020",0.015,15.000,8.9
Bolivia,BOL,"Mar 23, 2020",0.023,23.000,10.111
Bolivia,BOL,"Mar 24, 2020",0.024,24.000,9.893
Bolivia,BOL,"Mar 25, 2020",0.029,29.000,10.438
Bolivia,BOL,"Mar 26, 2020",0.038,38.000,11.333
Bolivia,BOL,"Mar 27, 2020",0.044,44.000,8.459
Bolivia,BOL,"Mar 28, 2020",0.048,48.000,7.554
Bolivia,BOL,"Mar 29, 2020",0.049,49.000,7.086
Bolivia,BOL,"Mar 30, 2020",0.06,60.00,7.26
Bolivia,BOL,"Mar 31, 2020",0.067,67.000,7.28
Bolivia,BOL,"Apr 1, 2020",0.072,72.000,7.27
Bolivia,BOL,"Apr 2, 2020",0.084,84.000,8.008
Bolivia,BOL,"Apr 3, 2020",0.096,96.000,8.47
Bolivia,BOL,"Apr 4, 2020",0.097,97.000,8.173
Bolivia,BOL,"Apr 5, 2020",0.123,123.000,9.178
Bolivia,BOL,"Apr 6, 2020",0.124,124.000,7.934
Bolivia,BOL,"Apr 7, 2020",0.126,126.000,7.567
Bolivia,BOL,"Apr 8, 2020",0.13,130.00,7.248
Bolivia,BOL,"Apr 9, 2020",0.171,171.000,7.564
Bolivia,BOL,"Apr 10, 2020",0.187,187.000,8.153
Bolivia,BOL,"Apr 11, 2020",0.202,202.000,8.536
Bolivia,BOL,"Apr 12, 2020",0.217,217.000,8.427
Bolivia,BOL,"Apr 13, 2020",0.231,231.000,8.161
Bolivia,BOL,"Apr 14, 2020",0.25,250.00,8.246
Bolivia,BOL,"Apr 15, 2020",0.277,277.000,8.136
Bolivia,BOL,"Apr 16, 2020",0.293,293.000,7.753
Bolivia,BOL,"Apr 17, 2020",0.306,306.000,7.684
Bolivia,BOL,"Apr 18, 2020",0.308,308.000,7.302
Bolivia,BOL,"Apr 19, 2020",0.354,354.000,7.952
Bolivia,BOL,"Apr 20, 2020",0.368,368.000,7.621
Bolivia,BOL,"Apr 21, 2020",0.379,379.000,7.391
Bolivia,BOL,"Apr 22, 2020",0.412,412.000,7.898
Bolivia,BOL,"Apr 23, 2020",0.428,428.000,7.433
Bolivia,BOL,"Apr 24, 2020",0.454,454.000,7.535
Bolivia,BOL,"Apr 25, 2020",0.459,459.000,6.637
Bolivia,BOL,"Apr 26, 2020",0.496,496.000,6.687
Bolivia,BOL,"Apr 27, 2020",0.513,513.000,6.303
Bolivia,BOL,"Apr 28, 2020",0.524,524.000,6.036
Bolivia,BOL,"Apr 29, 2020",0.549,549.000,6.086
Bolivia,BOL,"Apr 30, 2020",0.561,561.000,5.902
Bolivia,BOL,"May 1, 2020",0.567,567.000,5.667
Bolivia,BOL,"May 2, 2020",0.647,647.000,6.148
Bolivia,BOL,"May 3, 2020",0.658,658.000,5.224
Bolivia,BOL,"May 4, 2020",0.665,665.000,4.873
Bolivia,BOL,"May 5, 2020",0.676,676.000,4.692
Bolivia,BOL,"May 6, 2020",0.683,683.000,4.424
Bolivia,BOL,"May 7, 2020",0.7,700.0,4.33
Bolivia,BOL,"May 8, 2020",0.715,715.000,4.013
Bolivia,BOL,"May 9, 2020",0.73,730.00,3.761
Bolivia,BOL,"May 10, 2020",0.74,740.00,3.546
Bolivia,BOL,"May 11, 2020",0.764,764.000,3.489
Brazil,BRA,"Apr 7, 2020",0.296,296.000,5.224
Brazil,BRA,"Apr 20, 2020",0.623,623.000,3.427
Bulgaria,BGR,"Apr 11, 2020",2.663,2663.000,29.137
Bulgaria,BGR,"Apr 19, 2020",3.802,3802.000,30.088
Bulgaria,BGR,"Apr 22, 2020",3.886,3886.000,27.692
Bulgaria,BGR,"Apr 29, 2020",6.506,6506.000,32.315
Bulgaria,BGR,"May 1, 2020",6.694,6694.000,30.883
Bulgaria,BGR,"May 2, 2020",6.856,6856.000,29.997
