Entity,Code,Date,Total_tests_per_thousand,Total_tests_per_million,Number_of_tests_per_confirmed_case
Iran,IRN,"Apr 14, 2020",3.421,3421.000,3.92
Iran,IRN,"Apr 15, 2020",3.562,3562.000,3.996
Iran,IRN,"Apr 16, 2020",3.695,3695.000,4.063
Iran,IRN,"Apr 17, 2020",3.808,3808.000,4.101
Iran,IRN,"Apr 18, 2020",3.931,3931.000,4.153
Iran,IRN,"Apr 19, 2020",4.068,4068.000,4.225
Iran,IRN,"Apr 20, 2020",4.203,4203.000,4.294
Iran,IRN,"Apr 21, 2020",4.354,4354.000,4.38
Iran,IRN,"Apr 23, 2020",4.637,4637.000,4.529
Iran,IRN,"Apr 24, 2020",4.761,4761.000,4.595
Iran,IRN,"Apr 25, 2020",4.882,4882.000,4.65
Iran,IRN,"Apr 26, 2020",5.016,5016.000,4.716
Iran,IRN,"Apr 27, 2020",5.147,5147.000,4.778
Iran,IRN,"Apr 29, 2020",5.398,5398.000,4.897
Iran,IRN,"Apr 30, 2020",5.516,5516.000,4.947
Iran,IRN,"May 1, 2020",5.656,5656.000,5.019
Iran,IRN,"May 2, 2020",5.769,5769.000,5.066
Iran,IRN,"May 3, 2020",5.909,5909.000,5.145
Iran,IRN,"May 4, 2020",6.052,6052.000,5.217
Iran,IRN,"May 5, 2020",6.186,6186.000,5.267
Iran,IRN,"May 6, 2020",6.325,6325.000,5.314
Iran,IRN,"May 7, 2020",6.486,6486.000,5.359
Iran,IRN,"May 8, 2020",6.654,6654.000,5.419
Iran,IRN,"May 10, 2020",6.985,6985.000,5.523
Iran,IRN,"May 12, 2020",7.328,7328.000,5.632
India,IND,"Mar 13, 2020",0.005,5.000,86.667
India,IND,"Mar 18, 2020",0.01,10.00,95.803
India,IND,"Mar 19, 2020",0.01,10.00,80.703
India,IND,"Mar 20, 2020",0.01,10.00,75.267
India,IND,"Mar 21, 2020",0.011,11.000,67.97
India,IND,"Mar 22, 2020",0.012,12.000,53.122
India,IND,"Mar 23, 2020",0.015,15.000,47.169
India,IND,"Mar 24, 2020",0.015,15.000,42.407
India,IND,"Mar 25, 2020",0.018,18.000,44.74
India,IND,"Mar 27, 2020",0.02,20.00,38.243
India,IND,"Apr 2, 2020",0.035,35.000,24.403
India,IND,"Apr 3, 2020",0.05,50.00,30.093
India,IND,"Apr 4, 2020",0.058,58.000,27.55
India,IND,"Apr 5, 2020",0.065,65.000,26.536
India,IND,"Apr 6, 2020",0.073,73.000,24.851
India,IND,"Apr 7, 2020",0.083,83.000,25.789
India,IND,"Apr 8, 2020",0.093,93.000,24.628
India,IND,"Apr 9, 2020",0.105,105.000,25.272
India,IND,"Apr 10, 2020",0.117,117.000,25.161
India,IND,"Apr 11, 2020",0.13,130.00,24.087
India,IND,"Apr 12, 2020",0.142,142.000,23.426
India,IND,"Apr 13, 2020",0.158,158.000,23.771
India,IND,"Apr 14, 2020",0.177,177.000,23.631
India,IND,"Apr 15, 2020",0.199,199.000,24.008
India,IND,"Apr 16, 2020",0.22,220.00,24.471
India,IND,"Apr 17, 2020",0.243,243.000,25.033
India,IND,"Apr 18, 2020",0.27,270.00,25.881
India,IND,"Apr 19, 2020",0.291,291.000,25.559
India,IND,"Apr 21, 2020",0.335,335.000,24.872
India,IND,"Apr 23, 2020",0.363,363.000,23.397
India,IND,"Apr 24, 2020",0.393,393.000,23.477
India,IND,"Apr 25, 2020",0.42,420.00,23.666
India,IND,"Apr 26, 2020",0.453,453.000,23.6
India,IND,"Apr 27, 2020",0.482,482.000,23.871
India,IND,"Apr 28, 2020",0.519,519.000,24.35
India,IND,"Apr 29, 2020",0.559,559.000,24.6
India,IND,"Apr 30, 2020",0.602,602.000,25.12
India,IND,"May 1, 2020",0.654,654.000,25.758
India,IND,"May 2, 2020",0.708,708.000,26.151
India,IND,"May 3, 2020",0.758,758.000,26.174
India,IND,"May 4, 2020",0.802,802.000,26.032
India,IND,"May 5, 2020",0.864,864.000,25.67
India,IND,"May 6, 2020",0.925,925.000,25.85
India,IND,"May 7, 2020",0.984,984.000,25.635
India,IND,"May 8, 2020",1.042,1042.000,25.519
India,IND,"May 9, 2020",1.104,1104.000,25.531
India,IND,"May 10, 2020",1.166,1166.000,25.565
India,IND,"May 11, 2020",1.213,1213.000,24.924
India,IND,"May 12, 2020",1.275,1275.000,24.868
